Archivo Historico,Archivo PDF,Gaceta Politecnica,637,2006,31-ago-06,EXTRAORDINARIO, ,El ejemplar de Gaceta que se presenta - 637 - Agosto de 2006 - publicación que conmemora al corredor ambiental del IPN,DISPONIBLE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,645,2006,30-dic-06,MENSUAL, ,El ejemplar de Gaceta que se presenta - 645 - Diciembre de 2006 - publicación que índica el cosejo de la situacioón escolar,AUSENTE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,646,2007,31-ene-07,MENSUAL, ,El ejemplar de Gaceta que se presenta - 646 - Enero de 2007 - publicación que conmemora a catedrático del CIIEMAD ,AUSENTE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,648,2007,28-feb-07,MENSUAL, ,El ejemplar de Gaceta que se presenta - 648 - Febrero de 2007 - publicación que índica al Centro de Producción más Limpia al corredor de medio ambiente del IPN,AUSENTE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,652,2007,30-abr-07,MENSUAL, ,El ejemplar de Gaceta que se presenta - 652 - Abril de 2007 - publicación que índica la transmición de Once TV de ignaguración de las nuevas instalaciones del CIIEMAD ,DISPONIBLE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,654,2007,31-may-07,MENSUAL, ,El ejemplar de Gaceta que se presenta - 654 - Mayo de 2007 - publicación que índica la biografía del director del CIIEMAD Fernando Lozano Romen ,AUSENTE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,655,2007,31-may-07,MENSUAL, ,El ejemplar de Gaceta que se presenta - 654 - Mayo de 2007 - publicación que índica la segunda etapa del remodelación de las intalaciones del Centro de Investigacion,AUSENTE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,656,2007,01-jun-07,EXTRAORDINARIO, ,El ejemplar de Gaceta que se presenta - 656 - Junio de 2007 - publicación que índica la convocatoria puestos de funcionarios  administratvos del centro de investigaciones,DISPONIBLE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,659,2007,30-jun-07,EXTRAORDINARIO, ,El ejemplar de Gaceta que se presenta - 659 - Junio de 2007 - publicación que índica el informe de la designación de funcionarios,AUSENTE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,663,2007,30-sep-07,EXTRAORDINARIO, ,El ejemplar de Gaceta que se presenta - 663 - Septiembre de 2007 - publicación que índica  el reglamento interno del IPN para todos sus centros de educación y centros de investigación,DISPONIBLE,Núm.663     30 de Septiembre de 2007 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,664,2007,30-sep-07,MENSUAL, ,El ejemplar de Gaceta que se presenta - 664 - Septiembre de 2007 - publicación que índica la toma de protesta de la directora del CIIEMAD,DISPONIBLE,Núm.664     30 de Septiembre de 2007 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,668,2007,31-oct-07,EXTRAORDINARIO, ,El ejemplar de Gaceta que se presenta - 668 - Octubre de 2007 - publicación que índica el informe sobre la designacioón de funcionarios,AUSENTE,Núm.668     31 de Octubre de 2007 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,671,2007,31-nov-07,EXTRAORDINARIO, ,El ejemplar de Gaceta que se presenta - 671 - Noviembre de 2007 - publicación que índica la convocatoria para diversos puestos funcionarios administrativos del centro de investigaciones,DISPONIBLE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,672,2007,31-dic-07,MENSUAL, ,El ejemplar de Gaceta que se presenta - 672 - Septiembre de 2007 - publicación que índica la toma de protesta de los profesores miembros del consejo ciclo 2007-2008,DISPONIBLE,Núm.672     31 de Diciembre de 2007 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,674,2008,31-ene-08,MENSUAL, ,El ejemplar de Gaceta que se presenta - 674 - Enero de 2008 - publicación que índica ell nombramiento de la lic. Sandra como alumna consejera del centro,DISPONIBLE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,675,2008,29-feb-08,MENSUAL, ,El ejemplar de Gaceta que se presenta - 675 - Febrero de 2008 - publicación que índica la colaboración con el país Ecuador en materia de energías renovables ,DISPONIBLE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,678,2008,31-mar-08,EXTRAORDINARIO, ,El ejemplar de Gaceta que se presenta - 678 - Marzo de 2008 - publicación que índica el informe anual de actividades presentes destaca la formación de las nuecas intalaciones de CIIEMAD,DISPONIBLE,Núm.678     31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,680,2008,30-abr-08,MENSUAL, ,El ejemplar de Gaceta que se presenta - 680 - Abril de 2008 - publicación que índica la celebración de la conferencía sobre genero y medio ambiente,DISPONIBLE,Núm.680     30 de Abril de 2008 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,685,2008,16-jun-08,EXTRAORDINARIO, ,El ejemplar de Gaceta que se presenta - 685 - Junio de 2008 - publicación que índica sesion ordinaria de miembros del consejo consultivo,AUSENTE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,687,2008,31-jul-08,MENSUAL, ,El ejemplar de Gaceta que se presenta - 687 - Julio de 2008 - publicación que índica V foro de Desarrollo Sustentable en donde tuvo prescencia el cetro de invetigaciones,DISPONIBLE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,1,2008,05-ago-08,SEMANAL, ,El ejemplar de Gaceta que se presenta - 1 - Agosto de 2008 - publicación que índica la celebración del segundo coloquio internacional sobre medio ambiente  celebrado en el CIIEMAD,DISPONIBLE,Núm.1     5 de Agosto de 2008 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,2,2008,16-ago-08,SEMANAL, ,El ejemplar de Gaceta que se presenta - 673 - Agosto de 2008 - publicación que índica el Dimplomado en Auditoría AmbientALsegundo coloquio de Medio ambiente,DISPONIBLE,Núm.673     16 de Agosto de 2008 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,688,2008,20-ago-08,SEMANAL, ,El ejemplar de Gaceta que se presenta - 688 - Agosto de 2008 - publicación que índica investigadores del CIIEMAD sobre proliferación de formas parasitarias en el aire de la CDMX,DISPONIBLE,Núm.688     20 de Julio de 2008 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,690,2008,02-sep-08,SEMANAL, ,El ejemplar de Gaceta que se presenta - 690 - Septiembre de 2008 - publicación que índica curso de Gestión ambientALDiplomado de  Formación de asesores de sistemas de gestión - sengundo coloquio de medio ambiente,DISPONIBLE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,691,2008,09-sep-08,SEMANAL, ,El ejemplar de Gaceta que se presenta - 691 - Septiembre de 2008 - publicación que índica curso de Gestión ambientALDiplomado de  Formación de asesores de sistemas de gestión - sengundo coloquio de medio ambiente,AUSENTE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,693,2008,22-sep-08,EXTRAORDINARIO, ,El ejemplar de Gaceta que se presenta - 693 - Septiembre de 2008 - publicación que índica miembros del consejo consultivo,DISPONIBLE,Núm.599 31 de Julio de 2004 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,694,2008,23-sep-08,SEMANAL, ,El ejemplar de Gaceta que se presenta - 694 - Septiembre de 2008 - publicación que índica el segundo coloquio internacional sobre medio ambiente y desarrollo,DISPONIBLE,Núm.694     25 de Septiembre de 2008 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,695,2008,30-sep-08,SEMANAL, ,El ejemplar de Gaceta que se presenta - 695 - Septiembre de 2008 - publicación que índica Diplomado de  Formación de asesores de sistemas de gestión - sengundo coloquio de medio ambiente,AUSENTE,Núm.695     30 de Septiembre de 2008 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,698,2008,21-oct-08,SEMANAL, ,El ejemplar de Gaceta que se presenta - 698 - Octubre de 2008 - publicación que índica investigacion del CIIEMAD nivel II del SIN - segundo coloquio de medio ambiente y desarrollo,DISPONIBLE,Núm.698     21 de Octubre de 2008 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,699,2008,28-oct-08,SEMANAL, ,El ejemplar de Gaceta que se presenta - 699 - Octubre de 2008 - publicación que índica el segundo coloquio internacional sobre medio ambiente y desarrollo - video conferencia sobre cambio climatico,AUSENTE,Núm.699     28 de Octubre de 2008 Año LII 1.0.0.3.2/
Archivo Historico,Archivo PDF,Gaceta Politecnica,701,2008,04-nov-08,SEMANAL, ,El ejemplar de Gaceta que se presenta - 701 - Noviembre de 2008 - publicación que índica el segundo coloquio internacional sobre medio ambiente y desarrollo,DISPONIBLE,Núm.701     4 de Noviembre de 2008 Año LII 1.0.0.3.2/
